"associatedMedia","data_provider_category_HumanObservation","scientificName_HumanObservation","scientificNameID_HumanObservation","higherClassification_group","Abundance","Biovolume","volume_imaged","concentrationFlag","eventDate","decimalLatitude","decimalLongitude","depth","eventID"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Guinardia delicatula","Guinardia delicatula","urn:lsid:marinespecies.org:taxname:149112","Bacillariophyceae",2,23640.359,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Guinardia flaccida","Guinardia flaccida","urn:lsid:marinespecies.org:taxname:149132","Bacillariophyceae",2,166682.427,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Guinardia striata","Guinardia striata","urn:lsid:marinespecies.org:taxname:149113","Bacillariophyceae",10,88252.111,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Gyrodinium","Gyrodinium","urn:lsid:marinespecies.org:taxname:109476","Dinoflagellata",1,10894.924,3.83,0,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Phaeocystis","Phaeocystis","urn:lsid:marinespecies.org:taxname:115088","Haptophyta",1,539.761,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Pleurosigma","Pleurosigma","urn:lsid:marinespecies.org:taxname:149181","Bacillariophyceae",2,7560.335,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Pseudo-nitzschia","Pseudo-nitzschia","urn:lsid:marinespecies.org:taxname:149151","Bacillariophyceae",1,61.422,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Rhizosolenia","Rhizosolenia","urn:lsid:marinespecies.org:taxname:149069","Bacillariophyceae",3,22822.55,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Skeletonema","Skeletonema","urn:lsid:marinespecies.org:taxname:149073","Bacillariophyceae",3,415.413,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","Thalassiosira","Thalassiosira","urn:lsid:marinespecies.org:taxname:148912","Bacillariophyceae",41,750303.935,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","bead","NotApplicable","NotApplicable","NotApplicable",34,17092.615,3.83,0,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","detritus","NotApplicable","NotApplicable","NotApplicable",613,314073.975,3.83,0,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","flagellate morphotype3","Eukaryota","urn:lsid:algaebase.org:taxname:86701","other than diatoms dinoflagellates or haptophytes",1,15.754,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","mix","Eukaryota","urn:lsid:algaebase.org:taxname:86701","other than diatoms dinoflagellates or haptophytes",1865,134106.774,3.83,0,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","mix elongated","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",2,181.403,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","other","NotApplicable","NotApplicable","NotApplicable",8,107348.093,3.83,0,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T223555_IFCB102.html","pennate","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",18,4369.251,3.83,1,2018-02-01 22:36:00,40.5431,-70.8855,5,"NESLTER_transect/D20180201T223555_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Bacillariophyceae","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",2,1729.514,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Bacteriastrum","Bacteriastrum","urn:lsid:marinespecies.org:taxname:149118","Bacillariophyceae",1,3565.602,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Ceratium","Ceratium","urn:lsid:marinespecies.org:taxname:109506","Dinoflagellata",3,474596.807,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Chaetoceros","Chaetoceros","urn:lsid:marinespecies.org:taxname:148985","Bacillariophyceae",6,7383.119,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Corethron hystrix","Corethron hystrix","urn:lsid:marinespecies.org:taxname:179596","Bacillariophyceae",4,32504.601,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Coscinodiscus","Coscinodiscus","urn:lsid:marinespecies.org:taxname:148917","Bacillariophyceae",1,691689.614,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Cylindrotheca","Cylindrotheca","urn:lsid:marinespecies.org:taxname:149003","Bacillariophyceae",2,174.24,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Dictyocha","Dictyocha","urn:lsid:marinespecies.org:taxname:157258","other than diatoms dinoflagellates or haptophytes",2,14634.717,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Dinophyceae","Dinophyceae","urn:lsid:marinespecies.org:taxname:19542","Dinoflagellata",3,1142.49,3.746,0,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Emiliania huxleyi","Emiliania huxleyi","urn:lsid:marinespecies.org:taxname:115104","Haptophyta",1,5729.463,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Guinardia delicatula","Guinardia delicatula","urn:lsid:marinespecies.org:taxname:149112","Bacillariophyceae",1,3258.302,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Guinardia striata","Guinardia striata","urn:lsid:marinespecies.org:taxname:149113","Bacillariophyceae",2,14048.586,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Phaeocystis","Phaeocystis","urn:lsid:marinespecies.org:taxname:115088","Haptophyta",2,2524.199,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Pseudo-nitzschia","Pseudo-nitzschia","urn:lsid:marinespecies.org:taxname:149151","Bacillariophyceae",4,5556.705,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Rhizosolenia","Rhizosolenia","urn:lsid:marinespecies.org:taxname:149069","Bacillariophyceae",2,3076.698,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Skeletonema","Skeletonema","urn:lsid:marinespecies.org:taxname:149073","Bacillariophyceae",5,741.538,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Stephanopyxis","Stephanopyxis","urn:lsid:marinespecies.org:taxname:149630","Bacillariophyceae",1,317373.196,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Thalassionema","Thalassionema","urn:lsid:marinespecies.org:taxname:149092","Bacillariophyceae",1,1013.93,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","Thalassiosira","Thalassiosira","urn:lsid:marinespecies.org:taxname:148912","Bacillariophyceae",27,218788.841,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","bead","NotApplicable","NotApplicable","NotApplicable",55,31280.209,3.746,0,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","bubble","NotApplicable","NotApplicable","NotApplicable",5,76683.985,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","detritus","NotApplicable","NotApplicable","NotApplicable",632,180314.889,3.746,0,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","mix","Eukaryota","urn:lsid:algaebase.org:taxname:86701","other than diatoms dinoflagellates or haptophytes",2021,146108.944,3.746,0,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","mix elongated","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",2,29.482,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T225844_IFCB102.html","pennate","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",15,2390.324,3.746,1,2018-02-01 22:59:00,40.5294,-70.8858,5,"NESLTER_transect/D20180201T225844_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Bacillariophyceae","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",1,1707.386,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Ceratium","Ceratium","urn:lsid:marinespecies.org:taxname:109506","Dinoflagellata",2,69617.571,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Chaetoceros","Chaetoceros","urn:lsid:marinespecies.org:taxname:148985","Bacillariophyceae",6,6395.599,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Corethron hystrix","Corethron hystrix","urn:lsid:marinespecies.org:taxname:179596","Bacillariophyceae",3,50589.574,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Cylindrotheca","Cylindrotheca","urn:lsid:marinespecies.org:taxname:149003","Bacillariophyceae",3,930.337,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Dactyliosolen fragilissimus","Dactyliosolen fragilissimus","urn:lsid:marinespecies.org:taxname:149310","Bacillariophyceae",1,724.422,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Dictyocha","Dictyocha","urn:lsid:marinespecies.org:taxname:157258","other than diatoms dinoflagellates or haptophytes",2,10957.794,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Dinophyceae","Dinophyceae","urn:lsid:marinespecies.org:taxname:19542","Dinoflagellata",5,8614.112,3.719,0,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Dinophysis","Dinophysis","urn:lsid:marinespecies.org:taxname:109462","Dinoflagellata",1,108034.064,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Guinardia delicatula","Guinardia delicatula","urn:lsid:marinespecies.org:taxname:149112","Bacillariophyceae",3,130839.109,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Guinardia striata","Guinardia striata","urn:lsid:marinespecies.org:taxname:149113","Bacillariophyceae",2,28078.515,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Mesodinium","Mesodinium","urn:lsid:marinespecies.org:taxname:179320","other than diatoms dinoflagellates or haptophytes",1,1704.921,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Pseudo-nitzschia","Pseudo-nitzschia","urn:lsid:marinespecies.org:taxname:149151","Bacillariophyceae",2,717.204,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Rhizosolenia","Rhizosolenia","urn:lsid:marinespecies.org:taxname:149069","Bacillariophyceae",5,9947.531,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Skeletonema","Skeletonema","urn:lsid:marinespecies.org:taxname:149073","Bacillariophyceae",5,2766.621,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Thalassionema","Thalassionema","urn:lsid:marinespecies.org:taxname:149092","Bacillariophyceae",5,9061.683,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","Thalassiosira","Thalassiosira","urn:lsid:marinespecies.org:taxname:148912","Bacillariophyceae",34,985087.316,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","bead","NotApplicable","NotApplicable","NotApplicable",25,13471.625,3.719,0,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","detritus","NotApplicable","NotApplicable","NotApplicable",505,197341.412,3.719,0,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","mix","Eukaryota","urn:lsid:algaebase.org:taxname:86701","other than diatoms dinoflagellates or haptophytes",2031,131695.26,3.719,0,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","mix elongated","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",1,86.335,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","other","NotApplicable","NotApplicable","NotApplicable",3,3339.939,3.719,0,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T232132_IFCB102.html","pennate","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",14,2598.135,3.719,1,2018-02-01 23:22:00,40.5265,-70.8907,5,"NESLTER_transect/D20180201T232132_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Bacillariophyceae","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",2,584.259,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Ceratium","Ceratium","urn:lsid:marinespecies.org:taxname:109506","Dinoflagellata",1,94927.631,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Chaetoceros","Chaetoceros","urn:lsid:marinespecies.org:taxname:148985","Bacillariophyceae",11,7270.593,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Corethron hystrix","Corethron hystrix","urn:lsid:marinespecies.org:taxname:179596","Bacillariophyceae",8,202953.051,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Coscinodiscus","Coscinodiscus","urn:lsid:marinespecies.org:taxname:148917","Bacillariophyceae",2,215253.117,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Cylindrotheca","Cylindrotheca","urn:lsid:marinespecies.org:taxname:149003","Bacillariophyceae",3,11590.485,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Dictyocha","Dictyocha","urn:lsid:marinespecies.org:taxname:157258","other than diatoms dinoflagellates or haptophytes",2,15794.446,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Dinophyceae","Dinophyceae","urn:lsid:marinespecies.org:taxname:19542","Dinoflagellata",5,2717.418,3.828,0,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Guinardia striata","Guinardia striata","urn:lsid:marinespecies.org:taxname:149113","Bacillariophyceae",7,191503.614,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Katodinium or Torodinium","Dinophyceae","urn:lsid:marinespecies.org:taxname:19542","Dinoflagellata",1,2394.122,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Pseudo-nitzschia","Pseudo-nitzschia","urn:lsid:marinespecies.org:taxname:149151","Bacillariophyceae",5,15651.9,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Rhizosolenia","Rhizosolenia","urn:lsid:marinespecies.org:taxname:149069","Bacillariophyceae",1,1237.836,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Skeletonema","Skeletonema","urn:lsid:marinespecies.org:taxname:149073","Bacillariophyceae",5,1222.288,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Thalassionema","Thalassionema","urn:lsid:marinespecies.org:taxname:149092","Bacillariophyceae",2,3500.882,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","Thalassiosira","Thalassiosira","urn:lsid:marinespecies.org:taxname:148912","Bacillariophyceae",32,156952.229,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","bead","NotApplicable","NotApplicable","NotApplicable",29,13254.02,3.828,0,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","cryptophyta","Cryptophyta","urn:lsid:marinespecies.org:taxname:17638","other than diatoms dinoflagellates or haptophytes",4,559.814,3.828,0,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","detritus","NotApplicable","NotApplicable","NotApplicable",508,313867.232,3.828,0,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","mix","Eukaryota","urn:lsid:algaebase.org:taxname:86701","other than diatoms dinoflagellates or haptophytes",1874,124145.572,3.828,0,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","mix elongated","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",2,637.173,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","other","NotApplicable","NotApplicable","NotApplicable",3,23203.229,3.828,0,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T005247_IFCB102.html","pennate","Bacillariophyceae","urn:lsid:marinespecies.org:taxname:148899","Bacillariophyceae",25,4373.046,3.828,1,2018-02-02 00:53:00,40.5289,-70.8836,5,"NESLTER_transect/D20180202T005247_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T011536_IFCB102.html","Amphidinium","Amphidinium","urn:lsid:marinespecies.org:taxname:109473","Dinoflagellata",1,2857.292,3.896,1,2018-02-02 01:16:00,40.5261,-70.8855,5,"NESLTER_transect/D20180202T011536_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T011536_IFCB102.html","Chaetoceros","Chaetoceros","urn:lsid:marinespecies.org:taxname:148985","Bacillariophyceae",5,1725.799,3.896,1,2018-02-02 01:16:00,40.5261,-70.8855,5,"NESLTER_transect/D20180202T011536_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T011536_IFCB102.html","Corethron hystrix","Corethron hystrix","urn:lsid:marinespecies.org:taxname:179596","Bacillariophyceae",2,11646.449,3.896,1,2018-02-02 01:16:00,40.5261,-70.8855,5,"NESLTER_transect/D20180202T011536_IFCB102"
"http://ifcb-data.whoi.edu/NESLTER_transect/D20180202T011536_IFCB102.html","Coscinodiscus","Coscinodiscus","urn:lsid:marinespecies.org:taxname:148917","Bacillariophyceae",3,1036352.015,3.896,1,2018-02-02 01:16:00,40.5261,-70.8855,5,"NESLTER_transect/D20180202T011536_IFCB102"
